

                                                                             
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.008s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.016s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.003s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.003s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.003s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.004s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.018s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.004s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.004s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.004s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.007s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.006s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.005s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.013s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.006s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.008s
  PASSED   tests.environment.enums.test_value_ty...   ~ 0.009s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.007s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.016s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.005s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.005s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.007s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.020s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.013s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.007s
  PASSED   tests.environment.helpers.test_functi...   ~ 0.007s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.006s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.006s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.010s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.008s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.008s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.004s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.004s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.006s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.008s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.006s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.007s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.005s
  PASSED   tests.environment.key.test_key_genera...   ~ 0.007s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.006s
  PASSED   tests.environment.validators.test_key...   ~ 0.009s
  PASSED   tests.environment.validators.test_key...   ~ 0.008s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.009s
  PASSED   tests.environment.validators.test_key...   ~ 0.008s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.006s
  PASSED   tests.environment.validators.test_key...   ~ 0.005s
  PASSED   tests.environment.validators.test_key...   ~ 0.007s
  PASSED   tests.environment.validators.test_key...   ~ 0.037s
  PASSED   tests.environment.validators.test_key...   ~ 0.017s
  PASSED   tests.environment.validators.test_key...   ~ 0.016s
  PASSED   tests.environment.validators.test_typ...   ~ 0.021s
  PASSED   tests.environment.validators.test_typ...   ~ 0.024s
  PASSED   tests.environment.validators.test_typ...   ~ 0.017s
  PASSED   tests.environment.validators.test_typ...   ~ 0.007s
  PASSED   tests.environment.validators.test_typ...   ~ 0.003s
  PASSED   tests.environment.validators.test_typ...   ~ 0.003s
  PASSED   tests.environment.validators.test_typ...   ~ 0.005s
  PASSED   tests.environment.validators.test_typ...   ~ 0.005s
  PASSED   tests.environment.validators.test_typ...   ~ 0.007s
  PASSED   tests.environment.validators.test_typ...   ~ 0.005s
  PASSED   tests.environment.validators.test_typ...   ~ 0.005s
  PASSED   tests.environment.validators.test_typ...   ~ 0.004s
  PASSED   tests.environment.validators.test_typ...   ~ 0.003s
  PASSED   tests.environment.validators.test_typ...   ~ 0.004s
  PASSED   tests.environment.validators.test_typ...   ~ 0.006s
  PASSED   tests.environment.validators.test_typ...   ~ 0.006s
  PASSED   tests.environment.validators.test_typ...   ~ 0.012s
  PASSED   tests.environment.validators.test_typ...   ~ 0.008s
  PASSED   tests.environment.validators.test_typ...   ~ 0.007s
  PASSED   tests.environment.validators.test_typ...   ~ 0.004s
  PASSED   tests.environment.validators.test_typ...   ~ 0.004s
  PASSED   tests.environment.validators.test_typ...   ~ 0.003s
  PASSED   tests.environment.validators.test_typ...   ~ 0.003s
  PASSED   tests.environment.validators.test_typ...   ~ 0.004s
  PASSED   tests.environment.validators.test_typ...   ~ 0.004s
  PASSED   tests.environment.validators.test_typ...   ~ 0.009s
  PASSED   tests.environment.validators.test_typ...   ~ 0.006s
  PASSED   tests.environment.validators.test_typ...   ~ 0.006s
  PASSED   tests.environment.validators.test_typ...   ~ 0.007s
  PASSED   tests.environment.validators.test_typ...   ~ 0.004s
  PASSED   tests.environment.validators.test_typ...   ~ 0.005s
  PASSED   tests.environment.validators.test_typ...   ~ 0.016s
  PASSED   tests.environment.validators.test_typ...   ~ 0.011s
  PASSED   tests.environment.validators.test_typ...   ~ 0.013s
  PASSED   tests.environment.validators.test_typ...   ~ 0.012s
  PASSED   tests.environment.validators.test_typ...   ~ 0.009s
  PASSED   tests.environment.validators.test_typ...   ~ 0.006s
  PASSED   tests.environment.validators.test_typ...   ~ 0.009s
  PASSED   tests.environment.validators.test_typ...   ~ 0.010s
  PASSED   tests.environment.validators.test_typ...   ~ 0.007s
  PASSED   tests.environment.validators.test_typ...   ~ 0.005s
  PASSED   tests.environment.validators.test_typ...   ~ 0.004s
  PASSED   tests.environment.validators.test_typ...   ~ 0.003s
  PASSED   tests.failure.test_catch.TestCatchCon...   ~ 0.004s
  PASSED   tests.failure.test_catch.TestCatchCon...   ~ 0.004s
  PASSED   tests.failure.test_catch.TestCatchHTT...   ~ 0.005s
  PASSED   tests.failure.test_catch.TestCatchHTT...   ~ 0.004s
  PASSED   tests.failure.test_catch.TestCatchHTT...   ~ 0.006s
  PASSED   tests.failure.test_catch.TestCatchIsI...   ~ 0.005s
  PASSED   tests.failure.test_catch.TestCatchIsI...   ~ 0.005s
  PASSED   tests.failure.test_catch.TestCatchNoK...   ~ 0.004s
  PASSED   tests.failure.test_catch.TestCatchNoS...   ~ 0.004s
  PASSED   tests.failure.test_catch.TestCatchUnk...   ~ 0.005s
  PASSED   tests.failure.test_catch.TestCatchUnk...   ~ 0.007s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.004s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.005s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.004s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.008s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.007s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.008s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.007s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.011s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.008s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.006s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.009s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.005s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.008s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.011s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.007s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.006s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.007s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.004s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.004s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.035s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.011s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.007s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.006s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.006s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.009s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.012s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.007s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.006s
  PASSED   tests.failure.base.test_handler.TestB...   ~ 0.005s
  PASSED   tests.failure.contracts.test_catch.Te...   ~ 0.004s
  PASSED   tests.failure.contracts.test_catch.Te...   ~ 0.008s
  PASSED   tests.failure.contracts.test_catch.Te...   ~ 0.006s
  PASSED   tests.failure.contracts.test_catch.Te...   ~ 0.006s
  PASSED   tests.failure.contracts.test_catch.Te...   ~ 0.006s
  PASSED   tests.failure.contracts.test_catch.Te...   ~ 0.006s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.009s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.007s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.006s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.006s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.004s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.004s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.003s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.003s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.004s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.028s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.011s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.014s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.011s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.008s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.005s
  PASSED   tests.failure.contracts.test_handler....   ~ 0.005s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.010s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.008s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.005s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.029s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.008s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.007s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.005s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.007s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.004s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.004s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.004s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.005s
  PASSED   tests.failure.entities.test_throwable...   ~ 0.003s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.016s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.003s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.005s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.004s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.005s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.004s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.006s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.004s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.005s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.004s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.006s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.007s
  PASSED   tests.failure.enums.test_kernel_type....   ~ 0.005s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.011s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.006s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.006s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.007s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.006s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.005s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.006s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.006s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.009s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.006s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.007s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.007s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.005s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.006s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.007s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.006s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.008s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.010s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.012s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.008s
  PASSED   tests.foundation.test_directory.TestD...   ~ 0.005s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.005s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.007s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.008s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.006s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.005s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.005s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.006s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.005s
  PASSED   tests.foundation.contracts.test_direc...   ~ 0.007s
  PASSED   tests.http.test_middleware.TestBaseMi...   ~ 0.005s
  PASSED   tests.http.test_middleware.TestBaseMi...   ~ 0.006s
  PASSED   tests.http.test_middleware.TestBaseMi...   ~ 0.006s
  PASSED   tests.http.test_middleware.TestBaseMi...   ~ 0.005s
  PASSED   tests.http.base.test_controller.TestB...   ~ 0.011s
  PASSED   tests.http.base.test_controller.TestB...   ~ 0.010s
  PASSED   tests.http.base.test_controller.TestB...   ~ 0.012s
  PASSED   tests.http.base.test_controller.TestB...   ~ 0.008s
  PASSED   tests.http.enums.test_http_status.Tes...   ~ 0.006s
  PASSED   tests.http.enums.test_http_status.Tes...   ~ 0.005s
  PASSED   tests.http.enums.test_http_status.Tes...   ~ 0.005s
  PASSED   tests.http.enums.test_http_status.Tes...   ~ 0.008s
  PASSED   tests.http.enums.test_http_status.Tes...   ~ 0.007s
  PASSED   tests.http.enums.test_http_status.Tes...   ~ 0.006s
  PASSED   tests.http.enums.test_http_status.Tes...   ~ 0.006s
  PASSED   tests.http.enums.test_http_status.Tes...   ~ 0.005s
  PASSED   tests.http.enums.test_interface.TestI...   ~ 0.006s
  PASSED   tests.http.enums.test_interface.TestI...   ~ 0.005s
  PASSED   tests.http.enums.test_interface.TestI...   ~ 0.005s
  PASSED   tests.http.enums.test_interface.TestI...   ~ 0.007s
  PASSED   tests.http.enums.test_interface.TestI...   ~ 0.008s
  PASSED   tests.http.enums.test_websocket_statu...   ~ 0.007s
  PASSED   tests.http.enums.test_websocket_statu...   ~ 0.005s
  PASSED   tests.http.enums.test_websocket_statu...   ~ 0.028s
  PASSED   tests.http.enums.test_websocket_statu...   ~ 0.011s
  PASSED   tests.http.enums.test_websocket_statu...   ~ 0.009s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.005s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.004s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.004s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.003s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.003s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.007s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.014s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.011s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.008s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.005s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.004s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.032s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.013s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.010s
  PASSED   tests.http.payload.test_media_types.T...   ~ 0.009s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.009s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.009s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.012s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.010s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.007s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.006s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.006s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.006s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.007s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.006s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.009s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.009s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.010s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.010s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.008s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.005s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.005s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.003s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.005s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.005s
  PASSED   tests.http.payload.test_parsers.TestP...   ~ 0.010s
  PASSED   tests.http.routes.test_fluent.TestFlu...   ~ 0.007s
  PASSED   tests.http.routes.test_fluent.TestFlu...   ~ 0.009s
  PASSED   tests.http.routes.test_fluent.TestFlu...   ~ 0.007s
  PASSED   tests.http.routes.test_fluent.TestFlu...   ~ 0.008s
